0.016,0.004,0.003,0.003,0.003,0.004,0.004,0.003,0.003,0.003,0.004,0.003,0.013,0.006,0.006,0.010,0.025,0.039,0.003
0.168,0.075,0.092,0.071,0.125,0.127,0.061,0.122,0.129,0.064,0.065,0.129,0.202,0.259,0.240,0.155,0.065,0.012,0.132
0.046,0.008,0.011,0.008,0.010,0.011,0.009,0.007,0.009,0.009,0.007,0.007,0.006,0.004,0.019,0.009,0.014,0.017,0.007
0.094,0.060,0.060,0.063,0.060,0.060,0.073,0.062,0.058,0.060,0.062,0.062,0.099,0.090,0.156,0.117,0.219,0.276,0.058
0.153,0.087,0.073,0.088,0.087,0.077,0.079,0.115,0.102,0.094,0.115,0.090,0.156,0.053,0.139,0.136,0.148,0.120,0.165
0.025,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.005,0.001,0.014,0.002,0.071,0.101,0.003
0.025,0.011,0.011,0.011,0.011,0.010,0.012,0.011,0.012,0.018,0.011,0.011,0.063,0.076,0.085,0.101,0.020,0.042,0.114
0.019,0.007,0.007,0.007,0.008,0.007,0.006,0.007,0.005,0.007,0.007,0.007,0.036,0.021,0.007,0.011,0.022,0.002,0.011
0.159,0.129,0.111,0.104,0.125,0.120,0.127,0.115,0.128,0.127,0.102,0.119,0.064,0.027,0.026,0.080,0.119,0.060,0.068
0.018,0.007,0.009,0.009,0.008,0.009,0.007,0.008,0.007,0.007,0.008,0.007,0.017,0.039,0.007,0.024,0.009,0.022,0.031
0.282,0.257,0.261,0.264,0.262,0.266,0.271,0.271,0.257,0.265,0.263,0.258,0.324,0.240,0.275,0.260,0.266,0.315,0.272
0.167,0.018,0.053,0.007,0.009,0.013,0.008,0.014,0.025,0.012,0.043,0.014,0.057,0.170,0.240,0.006,0.263,0.287,0.165
0.154,0.028,0.028,0.041,0.029,0.049,0.028,0.089,0.054,0.028,0.049,0.030,0.004,0.004,0.013,0.005,0.067,0.081,0.083
0.020,0.011,0.010,0.009,0.010,0.009,0.011,0.009,0.009,0.011,0.009,0.011,0.057,0.051,0.035,0.116,0.183,0.054,0.032
0.211,0.064,0.048,0.035,0.033,0.021,0.034,0.026,0.014,0.063,0.053,0.041,0.260,0.180,0.159,0.177,0.022,0.040,0.010
0.043,0.043,0.042,0.066,0.046,0.042,0.045,0.042,0.041,0.057,0.053,0.041,0.170,0.167,0.159,0.140,0.018,0.032,0.185
0.082,0.053,0.054,0.047,0.053,0.053,0.053,0.054,0.055,0.058,0.059,0.055,0.104,0.097,0.184,0.107,0.069,0.069,0.146
0.164,0.031,0.027,0.033,0.027,0.034,0.030,0.032,0.036,0.030,0.034,0.032,0.235,0.212,0.257,0.204,0.143,0.034,0.186
0.187,0.075,0.074,0.028,0.082,0.074,0.079,0.080,0.082,0.023,0.024,0.082,0.154,0.152,0.201,0.129,0.134,0.098,0.229
0.199,0.011,0.024,0.031,0.026,0.031,0.004,0.011,0.036,0.025,0.009,0.006,0.026,0.121,0.127,0.006,0.032,0.060,0.170
0.136,0.005,0.008,0.007,0.005,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.110,0.087,0.078,0.001,0.026,0.084,0.001
0.141,0.020,0.011,0.006,0.006,0.008,0.020,0.022,0.006,0.006,0.021,0.016,0.193,0.056,0.181,0.254,0.038,0.050,0.004
0.060,0.025,0.021,0.052,0.021,0.050,0.049,0.024,0.037,0.053,0.036,0.024,0.013,0.010,0.021,0.090,0.056,0.038,0.038
0.111,0.003,0.003,0.007,0.003,0.003,0.003,0.007,0.009,0.007,0.009,0.003,0.002,0.002,0.005,0.006,0.051,0.100,0.141
0.102,0.130,0.080,0.066,0.060,0.061,0.064,0.160,0.141,0.114,0.066,0.060,0.134,0.035,0.042,0.018,0.147,0.244,0.091
0.122,0.003,0.003,0.003,0.005,0.004,0.003,0.003,0.003,0.006,0.003,0.003,0.001,0.004,0.006,0.001,0.062,0.085,0.003
