0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.034,0.090,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.909,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.035,0.090,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.911,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.908,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.034,0.092,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.034,0.089,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.909,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.908,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.176,0.143,0.034,0.079,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.904,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.909,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.033,0.087,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.905,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.176,0.143,0.034,0.081,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.034,0.089,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.177,0.143,0.035,0.086,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.915,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.177,0.143,0.035,0.083,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.176,0.143,0.034,0.081,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.179,0.143,0.033,0.098,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.177,0.143,0.034,0.084,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.177,0.143,0.034,0.085,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.176,0.143,0.034,0.081,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.909,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.034,0.093,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.035,0.089,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.910,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.913,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.177,0.143,0.035,0.082,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.179,0.143,0.034,0.095,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.177,0.143,0.034,0.082,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.034,0.087,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.905,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.911,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.179,0.143,0.034,0.094,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.179,0.143,0.034,0.095,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.908,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.911,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.910,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.179,0.143,0.034,0.099,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.910,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.034,0.089,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.908,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.908,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.914,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.911,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.914,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.177,0.143,0.034,0.083,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.905,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.913,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.910,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.909,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.177,0.143,0.034,0.084,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.910,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.907,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.908,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.911,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.910,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.910,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.034,0.089,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.035,0.093,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.177,0.143,0.034,0.086,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.034,0.092,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.910,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.909,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.179,0.143,0.034,0.097,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.905,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.910,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.034,0.090,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.176,0.143,0.034,0.081,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.034,0.091,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.034,0.087,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.034,0.089,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.034,0.088,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.177,0.143,0.034,0.084,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.177,0.143,0.034,0.084,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.912,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.034,0.092,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.034,0.087,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.911,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.909,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.176,0.143,0.034,0.078,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.911,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.035,0.087,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.908,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.905,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.177,0.143,0.034,0.084,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.177,0.143,0.034,0.086,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.034,0.088,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.034,0.093,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.178,0.143,0.035,0.089,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.177,0.143,0.034,0.083,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.177,0.143,0.033,0.084,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.177,0.143,0.033,0.086,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.176,0.143,0.035,0.081,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.911,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.916,0.143,1.000,1.000,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.177,0.143,0.034,0.086,0.143
0.208,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.143,0.143,0.914,0.143,1.000,1.000,0.143
