0.042,0.010,0.009,0.058,0.044,0.044,0.180,0.208,0.212,0.055,0.010,0.018,0.057,0.047,0.054,0.018,0.052,0.026,0.091,0.039,0.070,0.070,0.070,0.070,0.207,0.281,0.243,0.094,0.095,0.094,0.095,0.095,0.212,0.212,0.203,0.202
0.007,0.003,0.003,0.020,0.015,0.015,0.015,0.036,0.037,0.028,0.008,0.015,0.047,0.039,0.045,0.019,0.053,0.026,0.096,0.041,0.072,0.073,0.073,0.073,0.207,0.285,0.246,0.096,0.096,0.096,0.096,0.096,0.212,0.212,0.205,0.205
0.037,0.007,0.007,0.053,0.040,0.040,0.181,0.215,0.220,0.043,0.007,0.014,0.046,0.038,0.044,0.015,0.048,0.024,0.087,0.037,0.066,0.066,0.066,0.066,0.205,0.286,0.248,0.095,0.095,0.095,0.095,0.095,0.211,0.212,0.202,0.202
0.009,0.004,0.005,0.025,0.019,0.019,0.016,0.040,0.041,0.031,0.011,0.020,0.054,0.045,0.052,0.025,0.063,0.032,0.105,0.047,0.080,0.080,0.081,0.080,0.207,0.284,0.246,0.098,0.098,0.098,0.098,0.098,0.212,0.213,0.204,0.204
0.034,0.007,0.008,0.049,0.037,0.037,0.180,0.214,0.218,0.050,0.009,0.017,0.051,0.042,0.049,0.019,0.053,0.026,0.098,0.043,0.075,0.075,0.074,0.074,0.206,0.284,0.246,0.097,0.097,0.097,0.097,0.097,0.212,0.212,0.203,0.202
0.003,0.002,0.002,0.015,0.011,0.011,0.009,0.036,0.037,0.018,0.009,0.015,0.047,0.040,0.046,0.020,0.058,0.029,0.093,0.040,0.071,0.071,0.071,0.071,0.207,0.287,0.247,0.096,0.096,0.096,0.096,0.096,0.213,0.212,0.205,0.205
0.036,0.008,0.009,0.051,0.039,0.039,0.175,0.209,0.212,0.049,0.010,0.019,0.053,0.044,0.050,0.023,0.060,0.030,0.103,0.045,0.078,0.078,0.078,0.078,0.207,0.286,0.247,0.098,0.098,0.098,0.098,0.098,0.212,0.213,0.201,0.201
0.002,0.002,0.002,0.012,0.009,0.009,0.006,0.030,0.031,0.017,0.013,0.021,0.054,0.045,0.053,0.030,0.071,0.037,0.113,0.051,0.086,0.086,0.086,0.086,0.205,0.285,0.246,0.100,0.100,0.100,0.100,0.100,0.213,0.212,0.206,0.206
0.036,0.008,0.008,0.051,0.039,0.039,0.174,0.206,0.208,0.051,0.010,0.018,0.054,0.045,0.051,0.019,0.055,0.027,0.095,0.041,0.072,0.072,0.072,0.072,0.207,0.285,0.246,0.095,0.095,0.095,0.095,0.095,0.212,0.213,0.201,0.201
0.003,0.002,0.003,0.014,0.010,0.010,0.007,0.030,0.032,0.017,0.010,0.018,0.049,0.041,0.048,0.025,0.065,0.033,0.106,0.047,0.081,0.081,0.081,0.081,0.207,0.283,0.245,0.098,0.098,0.098,0.098,0.098,0.212,0.213,0.211,0.210
0.064,0.021,0.019,0.080,0.062,0.062,0.213,0.226,0.230,0.092,0.021,0.032,0.083,0.070,0.080,0.031,0.077,0.039,0.110,0.049,0.085,0.085,0.085,0.085,0.207,0.282,0.244,0.097,0.097,0.097,0.097,0.097,0.213,0.213,0.202,0.202
0.003,0.001,0.002,0.012,0.009,0.009,0.011,0.036,0.037,0.015,0.006,0.012,0.036,0.030,0.035,0.017,0.048,0.024,0.093,0.040,0.071,0.071,0.071,0.071,0.206,0.281,0.243,0.095,0.095,0.095,0.095,0.095,0.212,0.212,0.207,0.207
0.003,0.001,0.002,0.012,0.009,0.009,0.008,0.032,0.033,0.015,0.006,0.012,0.038,0.032,0.037,0.018,0.052,0.026,0.093,0.040,0.071,0.070,0.070,0.071,0.207,0.284,0.246,0.096,0.096,0.095,0.096,0.096,0.212,0.212,0.206,0.206
0.003,0.002,0.002,0.014,0.010,0.010,0.011,0.037,0.039,0.017,0.007,0.014,0.040,0.034,0.040,0.021,0.056,0.028,0.101,0.044,0.076,0.077,0.077,0.077,0.206,0.285,0.246,0.097,0.097,0.097,0.097,0.097,0.212,0.212,0.210,0.210
