0.144,0.117,0.148,0.268,0.309,0.267,0.236,0.302,0.317,0.302,0.302,0.302,0.302,0.202,0.206,0.218,0.200,0.231,0.202,0.215,0.202,0.202,0.202,0.202,0.202,0.292,0.270,0.273,0.273,0.273,0.289,0.330,0.341,0.322,0.311,0.311
0.002,0.005,0.013,0.017,0.122,0.101,0.009,0.025,0.026,0.025,0.025,0.025,0.025,0.073,0.072,0.080,0.073,0.087,0.073,0.079,0.073,0.073,0.073,0.073,0.073,0.264,0.244,0.246,0.246,0.246,0.261,0.331,0.340,0.322,0.311,0.311
0.140,0.117,0.146,0.264,0.308,0.266,0.236,0.300,0.315,0.300,0.300,0.300,0.300,0.204,0.208,0.220,0.202,0.233,0.204,0.217,0.204,0.204,0.204,0.204,0.204,0.291,0.270,0.273,0.273,0.273,0.289,0.330,0.341,0.322,0.311,0.311
0.002,0.005,0.014,0.019,0.126,0.105,0.010,0.027,0.027,0.027,0.027,0.027,0.027,0.075,0.074,0.081,0.075,0.089,0.075,0.080,0.075,0.075,0.075,0.075,0.075,0.265,0.246,0.247,0.247,0.247,0.263,0.330,0.341,0.322,0.311,0.311
0.140,0.114,0.145,0.263,0.305,0.263,0.235,0.301,0.315,0.301,0.301,0.301,0.301,0.202,0.206,0.218,0.200,0.231,0.202,0.215,0.202,0.202,0.202,0.202,0.202,0.292,0.270,0.273,0.273,0.273,0.289,0.330,0.340,0.322,0.311,0.311
0.002,0.005,0.012,0.016,0.117,0.098,0.009,0.025,0.025,0.025,0.025,0.025,0.025,0.074,0.072,0.080,0.073,0.087,0.073,0.079,0.074,0.074,0.074,0.074,0.074,0.263,0.244,0.245,0.246,0.246,0.261,0.330,0.341,0.322,0.311,0.311
0.144,0.118,0.148,0.268,0.310,0.269,0.236,0.302,0.317,0.302,0.302,0.302,0.302,0.203,0.207,0.218,0.201,0.232,0.203,0.216,0.203,0.203,0.203,0.203,0.203,0.292,0.270,0.273,0.273,0.273,0.289,0.330,0.340,0.322,0.311,0.311
0.002,0.005,0.014,0.019,0.125,0.104,0.010,0.027,0.027,0.027,0.027,0.027,0.027,0.076,0.074,0.082,0.075,0.090,0.076,0.081,0.076,0.076,0.076,0.076,0.076,0.265,0.246,0.248,0.247,0.248,0.263,0.330,0.341,0.322,0.311,0.311
0.140,0.117,0.147,0.264,0.308,0.266,0.236,0.300,0.315,0.300,0.300,0.300,0.300,0.205,0.208,0.220,0.202,0.233,0.205,0.218,0.205,0.205,0.205,0.205,0.205,0.291,0.270,0.273,0.273,0.273,0.289,0.330,0.341,0.322,0.311,0.311
0.002,0.005,0.014,0.018,0.123,0.103,0.010,0.026,0.026,0.026,0.026,0.026,0.026,0.074,0.072,0.080,0.074,0.088,0.074,0.080,0.074,0.074,0.074,0.074,0.074,0.264,0.245,0.246,0.246,0.246,0.262,0.330,0.340,0.322,0.311,0.311
0.145,0.120,0.150,0.269,0.312,0.270,0.236,0.301,0.317,0.301,0.301,0.301,0.301,0.203,0.206,0.218,0.200,0.232,0.203,0.216,0.203,0.203,0.203,0.203,0.203,0.292,0.270,0.273,0.273,0.273,0.289,0.330,0.340,0.322,0.311,0.311
