0.009,0.047,0.042,0.003,0.016,0.014,0.014,0.014,0.014,0.011,0.010,0.009,0.011,0.010,0.009,0.010,0.011,0.010,0.011,0.010,0.011,0.010,0.253,0.116,0.141,0.130,0.100,0.082,0.098,0.101,0.108,0.090,0.250,0.250,0.161,0.179,0.174,0.190,0.174,0.161,0.161,0.175,0.161,0.161,0.161,0.252,0.276,0.252,0.286,0.278,0.257,0.252,0.284,0.277,0.252,0.252
0.026,0.094,0.083,0.009,0.031,0.029,0.028,0.028,0.028,0.016,0.015,0.014,0.017,0.015,0.014,0.015,0.016,0.015,0.016,0.015,0.017,0.015,0.253,0.128,0.146,0.134,0.112,0.093,0.110,0.113,0.122,0.101,0.252,0.252,0.162,0.180,0.175,0.191,0.175,0.162,0.162,0.175,0.162,0.162,0.162,0.252,0.276,0.252,0.286,0.278,0.257,0.252,0.285,0.277,0.253,0.252
0.009,0.049,0.043,0.003,0.017,0.015,0.015,0.015,0.015,0.011,0.010,0.009,0.012,0.010,0.010,0.010,0.011,0.010,0.011,0.010,0.012,0.010,0.252,0.115,0.141,0.130,0.098,0.082,0.097,0.099,0.106,0.088,0.250,0.250,0.164,0.182,0.178,0.192,0.178,0.164,0.164,0.177,0.164,0.164,0.164,0.253,0.276,0.252,0.284,0.277,0.256,0.253,0.283,0.276,0.252,0.252
0.026,0.093,0.082,0.009,0.030,0.029,0.027,0.027,0.027,0.018,0.017,0.016,0.018,0.016,0.014,0.016,0.018,0.016,0.018,0.016,0.019,0.016,0.253,0.142,0.155,0.142,0.122,0.100,0.120,0.123,0.132,0.110,0.252,0.252,0.162,0.179,0.175,0.190,0.174,0.162,0.162,0.176,0.162,0.162,0.162,0.252,0.275,0.252,0.286,0.278,0.257,0.252,0.285,0.278,0.253,0.253
0.026,0.093,0.082,0.009,0.031,0.029,0.028,0.028,0.028,0.017,0.016,0.015,0.017,0.016,0.014,0.016,0.017,0.016,0.017,0.016,0.018,0.016,0.252,0.137,0.152,0.140,0.119,0.098,0.117,0.120,0.128,0.107,0.252,0.252,0.164,0.182,0.177,0.192,0.177,0.164,0.164,0.177,0.164,0.164,0.164,0.253,0.277,0.252,0.285,0.278,0.257,0.253,0.284,0.277,0.252,0.252
0.010,0.050,0.044,0.003,0.017,0.015,0.016,0.016,0.016,0.012,0.011,0.010,0.012,0.011,0.010,0.011,0.012,0.011,0.012,0.011,0.013,0.011,0.252,0.123,0.145,0.134,0.104,0.085,0.102,0.105,0.112,0.093,0.250,0.250,0.162,0.179,0.175,0.189,0.175,0.162,0.162,0.175,0.162,0.162,0.162,0.253,0.276,0.252,0.285,0.276,0.256,0.253,0.284,0.277,0.252,0.252
0.008,0.046,0.040,0.003,0.015,0.013,0.014,0.014,0.014,0.010,0.009,0.008,0.011,0.010,0.009,0.010,0.010,0.010,0.010,0.010,0.011,0.010,0.252,0.109,0.136,0.126,0.094,0.079,0.092,0.095,0.102,0.084,0.250,0.250,0.163,0.181,0.177,0.193,0.177,0.163,0.164,0.177,0.163,0.163,0.163,0.252,0.276,0.252,0.286,0.278,0.257,0.252,0.283,0.277,0.252,0.252
0.026,0.094,0.083,0.009,0.031,0.029,0.028,0.028,0.028,0.017,0.016,0.015,0.017,0.015,0.014,0.015,0.017,0.015,0.017,0.015,0.018,0.015,0.252,0.134,0.151,0.139,0.115,0.094,0.113,0.115,0.125,0.104,0.252,0.252,0.162,0.178,0.174,0.190,0.175,0.162,0.162,0.175,0.162,0.162,0.162,0.252,0.274,0.252,0.286,0.278,0.258,0.252,0.284,0.277,0.253,0.252
0.026,0.090,0.080,0.008,0.029,0.027,0.027,0.027,0.027,0.017,0.015,0.014,0.017,0.015,0.014,0.015,0.017,0.015,0.017,0.015,0.017,0.015,0.252,0.126,0.146,0.134,0.110,0.092,0.108,0.111,0.119,0.099,0.252,0.252,0.163,0.181,0.176,0.192,0.177,0.163,0.163,0.177,0.163,0.163,0.163,0.253,0.276,0.252,0.285,0.277,0.257,0.253,0.283,0.277,0.253,0.252
0.010,0.050,0.044,0.003,0.017,0.015,0.016,0.016,0.016,0.012,0.011,0.009,0.012,0.011,0.010,0.011,0.012,0.011,0.012,0.011,0.012,0.011,0.252,0.121,0.145,0.133,0.103,0.084,0.100,0.104,0.111,0.092,0.250,0.250,0.161,0.179,0.175,0.189,0.174,0.161,0.161,0.175,0.161,0.161,0.161,0.252,0.277,0.253,0.286,0.278,0.257,0.252,0.284,0.277,0.252,0.253
