0.005,0.001,0.022,0.021,0.021,0.021,0.138,0.139,0.137,0.137,0.139,0.137,0.137,0.034,0.051,0.053,0.055,0.053,0.055,0.342,0.269,0.271,0.274,0.335,0.323,0.326,0.332,0.324,0.335
0.003,0.001,0.012,0.012,0.012,0.012,0.141,0.140,0.140,0.142,0.141,0.140,0.141,0.043,0.051,0.056,0.053,0.054,0.056,0.334,0.292,0.291,0.297,0.329,0.339,0.325,0.327,0.330,0.337
0.003,0.001,0.012,0.012,0.012,0.012,0.139,0.139,0.139,0.140,0.139,0.139,0.140,0.041,0.049,0.053,0.051,0.053,0.053,0.333,0.291,0.291,0.296,0.332,0.332,0.323,0.320,0.333,0.334
0.003,0.001,0.011,0.011,0.011,0.011,0.136,0.137,0.139,0.137,0.137,0.137,0.136,0.041,0.049,0.053,0.051,0.053,0.053,0.343,0.295,0.289,0.297,0.338,0.333,0.329,0.321,0.332,0.333
0.005,0.001,0.023,0.022,0.022,0.023,0.136,0.136,0.134,0.136,0.137,0.136,0.136,0.037,0.056,0.060,0.059,0.060,0.060,0.340,0.272,0.272,0.275,0.334,0.332,0.325,0.323,0.333,0.333
0.003,0.001,0.012,0.012,0.012,0.012,0.138,0.139,0.139,0.140,0.138,0.138,0.140,0.044,0.052,0.055,0.054,0.056,0.056,0.341,0.291,0.292,0.299,0.334,0.332,0.329,0.326,0.332,0.331
0.005,0.001,0.021,0.020,0.020,0.021,0.141,0.141,0.142,0.142,0.140,0.141,0.142,0.035,0.054,0.060,0.058,0.059,0.059,0.330,0.270,0.267,0.273,0.330,0.337,0.326,0.321,0.337,0.332
0.003,0.001,0.013,0.012,0.012,0.012,0.142,0.141,0.139,0.140,0.140,0.139,0.140,0.042,0.050,0.055,0.053,0.054,0.053,0.342,0.294,0.290,0.298,0.336,0.337,0.328,0.326,0.334,0.326
0.003,0.001,0.011,0.010,0.010,0.011,0.133,0.133,0.132,0.132,0.135,0.133,0.133,0.041,0.051,0.054,0.051,0.054,0.054,0.341,0.293,0.292,0.297,0.335,0.334,0.324,0.325,0.333,0.338
0.003,0.001,0.012,0.011,0.011,0.011,0.139,0.139,0.138,0.137,0.138,0.138,0.139,0.040,0.048,0.053,0.050,0.052,0.052,0.336,0.290,0.289,0.296,0.332,0.334,0.321,0.320,0.332,0.332
0.003,0.001,0.012,0.011,0.012,0.012,0.140,0.141,0.140,0.138,0.140,0.139,0.139,0.042,0.050,0.055,0.053,0.054,0.053,0.334,0.292,0.293,0.297,0.330,0.338,0.328,0.329,0.332,0.328
0.003,0.001,0.011,0.010,0.011,0.010,0.136,0.138,0.137,0.136,0.137,0.138,0.138,0.041,0.050,0.054,0.052,0.054,0.053,0.331,0.290,0.293,0.297,0.329,0.333,0.326,0.329,0.331,0.331
0.005,0.001,0.022,0.021,0.021,0.021,0.140,0.140,0.142,0.142,0.140,0.140,0.140,0.035,0.053,0.056,0.056,0.057,0.057,0.339,0.270,0.273,0.275,0.335,0.333,0.320,0.323,0.333,0.330
0.003,0.001,0.012,0.011,0.011,0.011,0.138,0.141,0.139,0.138,0.139,0.139,0.140,0.040,0.048,0.051,0.049,0.052,0.051,0.338,0.291,0.290,0.298,0.333,0.331,0.325,0.321,0.333,0.329
0.003,0.001,0.012,0.011,0.011,0.011,0.139,0.138,0.138,0.138,0.138,0.137,0.138,0.042,0.051,0.055,0.052,0.055,0.053,0.337,0.291,0.291,0.296,0.333,0.335,0.325,0.329,0.334,0.331
0.003,0.001,0.012,0.011,0.012,0.012,0.140,0.139,0.140,0.140,0.140,0.139,0.140,0.040,0.050,0.053,0.050,0.053,0.052,0.338,0.292,0.292,0.296,0.332,0.335,0.321,0.322,0.335,0.331
0.003,0.001,0.012,0.011,0.011,0.011,0.138,0.138,0.139,0.138,0.137,0.137,0.139,0.041,0.050,0.052,0.051,0.052,0.052,0.343,0.293,0.290,0.297,0.335,0.331,0.326,0.325,0.329,0.329
0.006,0.001,0.023,0.022,0.022,0.022,0.140,0.139,0.139,0.140,0.141,0.140,0.142,0.037,0.056,0.060,0.061,0.061,0.061,0.336,0.271,0.273,0.276,0.332,0.333,0.330,0.327,0.333,0.332
0.003,0.001,0.012,0.011,0.011,0.011,0.141,0.141,0.141,0.141,0.140,0.140,0.141,0.041,0.050,0.052,0.051,0.053,0.054,0.332,0.290,0.292,0.297,0.327,0.330,0.325,0.325,0.332,0.336
0.003,0.001,0.012,0.012,0.012,0.012,0.140,0.140,0.142,0.140,0.139,0.140,0.140,0.041,0.049,0.052,0.050,0.053,0.053,0.338,0.290,0.292,0.299,0.332,0.330,0.325,0.325,0.332,0.333
0.003,0.001,0.011,0.010,0.010,0.010,0.138,0.138,0.137,0.139,0.138,0.138,0.137,0.042,0.051,0.056,0.052,0.054,0.055,0.337,0.291,0.290,0.296,0.332,0.337,0.320,0.320,0.335,0.336
0.003,0.001,0.011,0.011,0.011,0.011,0.136,0.135,0.136,0.137,0.137,0.135,0.136,0.042,0.051,0.056,0.054,0.056,0.055,0.337,0.293,0.290,0.296,0.332,0.335,0.326,0.330,0.335,0.335
0.003,0.001,0.011,0.011,0.011,0.011,0.137,0.135,0.136,0.136,0.137,0.135,0.136,0.041,0.049,0.053,0.051,0.053,0.053,0.339,0.290,0.290,0.296,0.331,0.332,0.324,0.323,0.333,0.333
0.003,0.001,0.013,0.012,0.012,0.012,0.140,0.140,0.141,0.140,0.140,0.139,0.141,0.043,0.052,0.056,0.055,0.056,0.055,0.336,0.293,0.290,0.297,0.333,0.333,0.330,0.332,0.332,0.333
0.006,0.001,0.023,0.023,0.023,0.023,0.141,0.141,0.141,0.139,0.140,0.141,0.139,0.036,0.055,0.058,0.059,0.061,0.059,0.336,0.271,0.269,0.274,0.331,0.327,0.326,0.329,0.336,0.333
0.005,0.001,0.023,0.022,0.022,0.022,0.138,0.137,0.136,0.138,0.137,0.138,0.138,0.040,0.059,0.063,0.063,0.065,0.064,0.336,0.272,0.274,0.276,0.331,0.333,0.326,0.323,0.338,0.334
0.005,0.001,0.021,0.021,0.021,0.021,0.138,0.139,0.140,0.139,0.138,0.140,0.138,0.037,0.056,0.060,0.060,0.061,0.061,0.327,0.270,0.268,0.274,0.326,0.333,0.325,0.325,0.334,0.337
0.005,0.001,0.022,0.021,0.021,0.021,0.140,0.142,0.140,0.140,0.141,0.140,0.139,0.035,0.054,0.056,0.057,0.058,0.058,0.335,0.268,0.271,0.274,0.331,0.323,0.329,0.325,0.334,0.334
0.003,0.001,0.011,0.011,0.011,0.011,0.136,0.138,0.135,0.138,0.134,0.137,0.134,0.042,0.051,0.053,0.051,0.052,0.053,0.338,0.292,0.290,0.299,0.334,0.330,0.325,0.323,0.324,0.332
0.003,0.001,0.012,0.011,0.011,0.011,0.141,0.141,0.140,0.140,0.140,0.140,0.139,0.041,0.050,0.054,0.052,0.055,0.054,0.339,0.293,0.290,0.297,0.334,0.334,0.325,0.327,0.338,0.332
0.006,0.001,0.023,0.022,0.022,0.022,0.143,0.141,0.142,0.141,0.141,0.141,0.143,0.039,0.058,0.063,0.062,0.062,0.063,0.329,0.273,0.273,0.276,0.326,0.335,0.326,0.329,0.333,0.332
0.003,0.001,0.012,0.011,0.011,0.011,0.139,0.139,0.140,0.138,0.138,0.138,0.137,0.041,0.050,0.053,0.052,0.053,0.052,0.337,0.293,0.289,0.296,0.331,0.334,0.329,0.326,0.338,0.328
0.003,0.001,0.012,0.012,0.012,0.012,0.139,0.138,0.137,0.137,0.140,0.138,0.138,0.044,0.052,0.057,0.054,0.056,0.056,0.331,0.291,0.290,0.296,0.332,0.337,0.322,0.328,0.334,0.333
0.005,0.001,0.022,0.022,0.022,0.022,0.137,0.138,0.136,0.138,0.137,0.139,0.137,0.036,0.054,0.058,0.058,0.057,0.060,0.329,0.270,0.271,0.275,0.327,0.335,0.327,0.322,0.326,0.336
0.006,0.001,0.023,0.021,0.021,0.022,0.140,0.141,0.140,0.142,0.141,0.141,0.141,0.034,0.051,0.054,0.055,0.055,0.053,0.339,0.270,0.271,0.275,0.332,0.327,0.327,0.324,0.333,0.322
0.006,0.001,0.024,0.023,0.022,0.022,0.140,0.139,0.140,0.140,0.140,0.138,0.139,0.038,0.056,0.061,0.060,0.061,0.059,0.331,0.271,0.271,0.275,0.329,0.335,0.329,0.329,0.334,0.328
0.005,0.001,0.021,0.020,0.020,0.020,0.136,0.137,0.137,0.140,0.136,0.137,0.138,0.031,0.047,0.050,0.050,0.051,0.051,0.342,0.268,0.268,0.273,0.336,0.322,0.321,0.324,0.330,0.329
0.005,0.001,0.022,0.021,0.021,0.022,0.140,0.142,0.140,0.141,0.139,0.140,0.140,0.034,0.053,0.058,0.057,0.058,0.058,0.334,0.267,0.266,0.273,0.330,0.335,0.327,0.323,0.332,0.333
0.005,0.001,0.022,0.021,0.021,0.021,0.137,0.138,0.137,0.136,0.139,0.136,0.137,0.035,0.054,0.057,0.057,0.059,0.058,0.339,0.269,0.272,0.275,0.335,0.328,0.325,0.327,0.336,0.329
0.006,0.001,0.024,0.023,0.023,0.023,0.140,0.142,0.140,0.139,0.141,0.139,0.141,0.038,0.057,0.062,0.062,0.061,0.062,0.336,0.269,0.270,0.274,0.335,0.333,0.328,0.330,0.331,0.336
0.005,0.001,0.020,0.020,0.019,0.019,0.138,0.138,0.138,0.140,0.140,0.139,0.139,0.031,0.049,0.051,0.051,0.052,0.052,0.334,0.269,0.268,0.274,0.330,0.327,0.321,0.320,0.333,0.330
0.003,0.001,0.012,0.012,0.012,0.012,0.138,0.138,0.139,0.139,0.137,0.138,0.138,0.042,0.050,0.053,0.052,0.055,0.054,0.349,0.290,0.289,0.296,0.338,0.331,0.326,0.325,0.337,0.330
0.006,0.001,0.025,0.023,0.023,0.023,0.139,0.141,0.141,0.139,0.138,0.140,0.140,0.038,0.060,0.065,0.064,0.065,0.065,0.347,0.267,0.266,0.273,0.338,0.337,0.325,0.325,0.334,0.336
0.005,0.001,0.021,0.020,0.020,0.020,0.137,0.138,0.137,0.137,0.138,0.139,0.140,0.032,0.049,0.054,0.052,0.052,0.053,0.340,0.270,0.267,0.273,0.335,0.337,0.322,0.321,0.326,0.330
0.003,0.001,0.011,0.011,0.011,0.011,0.141,0.138,0.140,0.138,0.139,0.139,0.139,0.040,0.048,0.053,0.049,0.052,0.052,0.330,0.290,0.292,0.297,0.328,0.338,0.317,0.319,0.333,0.334
0.003,0.001,0.012,0.011,0.012,0.012,0.140,0.140,0.141,0.141,0.140,0.141,0.140,0.041,0.050,0.054,0.051,0.053,0.055,0.344,0.294,0.291,0.297,0.336,0.332,0.323,0.326,0.332,0.337
0.006,0.001,0.024,0.023,0.022,0.023,0.140,0.139,0.140,0.139,0.139,0.140,0.138,0.038,0.058,0.062,0.061,0.061,0.061,0.340,0.272,0.271,0.276,0.335,0.335,0.324,0.323,0.333,0.333
0.003,0.001,0.013,0.012,0.012,0.012,0.140,0.139,0.140,0.140,0.140,0.139,0.141,0.041,0.049,0.054,0.052,0.053,0.053,0.347,0.291,0.291,0.297,0.338,0.335,0.332,0.328,0.329,0.332
0.005,0.001,0.021,0.020,0.020,0.020,0.140,0.138,0.139,0.139,0.137,0.139,0.139,0.034,0.051,0.055,0.055,0.056,0.055,0.329,0.267,0.270,0.273,0.327,0.329,0.324,0.326,0.334,0.328
0.003,0.001,0.013,0.012,0.012,0.012,0.142,0.141,0.141,0.141,0.141,0.140,0.142,0.042,0.050,0.054,0.052,0.054,0.053,0.339,0.294,0.289,0.297,0.333,0.336,0.328,0.324,0.336,0.328
0.003,0.001,0.011,0.011,0.011,0.011,0.140,0.139,0.140,0.139,0.138,0.138,0.139,0.041,0.050,0.052,0.052,0.053,0.054,0.328,0.290,0.292,0.298,0.327,0.327,0.326,0.325,0.332,0.337
0.005,0.001,0.023,0.022,0.022,0.022,0.138,0.138,0.138,0.139,0.140,0.139,0.138,0.037,0.057,0.063,0.062,0.062,0.062,0.341,0.269,0.268,0.274,0.335,0.338,0.330,0.326,0.334,0.335
0.005,0.001,0.022,0.021,0.021,0.021,0.139,0.138,0.138,0.138,0.138,0.138,0.138,0.035,0.053,0.058,0.057,0.056,0.057,0.341,0.267,0.269,0.274,0.336,0.335,0.329,0.326,0.329,0.332
0.006,0.001,0.022,0.021,0.021,0.021,0.141,0.141,0.141,0.140,0.140,0.142,0.142,0.034,0.052,0.057,0.055,0.058,0.056,0.338,0.267,0.269,0.273,0.332,0.335,0.322,0.321,0.337,0.327
0.005,0.001,0.021,0.020,0.020,0.020,0.139,0.138,0.140,0.140,0.139,0.140,0.142,0.032,0.050,0.055,0.053,0.054,0.054,0.339,0.269,0.267,0.273,0.332,0.333,0.320,0.320,0.332,0.334
0.005,0.001,0.021,0.020,0.020,0.020,0.135,0.135,0.137,0.137,0.137,0.136,0.135,0.036,0.053,0.056,0.057,0.058,0.057,0.340,0.269,0.271,0.275,0.336,0.324,0.326,0.328,0.336,0.331
0.005,0.001,0.023,0.022,0.022,0.022,0.138,0.140,0.139,0.138,0.140,0.139,0.139,0.037,0.055,0.059,0.059,0.059,0.059,0.338,0.276,0.272,0.276,0.336,0.331,0.327,0.328,0.333,0.333
0.006,0.001,0.024,0.023,0.022,0.022,0.142,0.141,0.141,0.142,0.142,0.144,0.142,0.040,0.061,0.066,0.064,0.065,0.065,0.337,0.272,0.272,0.275,0.332,0.336,0.325,0.323,0.333,0.335
0.006,0.001,0.023,0.023,0.023,0.022,0.138,0.140,0.138,0.138,0.137,0.138,0.137,0.035,0.055,0.059,0.058,0.060,0.059,0.345,0.269,0.268,0.274,0.336,0.332,0.324,0.324,0.335,0.334
0.005,0.001,0.023,0.022,0.022,0.022,0.138,0.139,0.138,0.139,0.138,0.137,0.139,0.034,0.053,0.056,0.055,0.057,0.057,0.336,0.269,0.269,0.274,0.333,0.330,0.321,0.321,0.333,0.335
0.003,0.001,0.012,0.011,0.012,0.011,0.140,0.140,0.139,0.138,0.138,0.138,0.139,0.042,0.050,0.055,0.053,0.054,0.055,0.333,0.292,0.292,0.298,0.329,0.337,0.330,0.326,0.327,0.335
0.003,0.001,0.012,0.012,0.012,0.012,0.141,0.140,0.139,0.140,0.139,0.142,0.142,0.041,0.049,0.053,0.050,0.053,0.053,0.336,0.294,0.292,0.298,0.331,0.332,0.323,0.320,0.332,0.336
0.006,0.001,0.025,0.023,0.023,0.023,0.140,0.141,0.139,0.138,0.138,0.140,0.138,0.041,0.061,0.066,0.064,0.066,0.064,0.346,0.275,0.272,0.277,0.337,0.337,0.321,0.322,0.334,0.330
0.003,0.001,0.012,0.012,0.012,0.012,0.140,0.141,0.140,0.141,0.141,0.141,0.140,0.043,0.051,0.055,0.053,0.055,0.055,0.331,0.293,0.290,0.298,0.328,0.335,0.326,0.325,0.336,0.330
