0.001
0.001
0.001
0.001
0.001
0.001
0.001
0.001
0.001
0.003
0.002
0.003
0.090
0.086
0.066
0.066
0.098
0.068
0.092
0.068
0.092
0.044
0.059
0.056
0.044
0.044
0.059
0.072
0.097
0.093
0.072
0.078
0.105
0.078
0.072
0.072
