0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.033,0.025,0.050,0.025,0.033,0.024,0.068,0.072,0.065,0.065,0.065,0.071,0.065,0.065,0.141,0.120,0.109,0.114,0.062,0.107,0.082,0.079,0.072,0.075,0.072,0.065,0.065,0.062
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.017,0.031,0.017,0.021,0.016,0.062,0.065,0.059,0.059,0.059,0.071,0.065,0.065,0.133,0.115,0.104,0.109,0.062,0.103,0.080,0.078,0.070,0.074,0.070,0.065,0.065,0.062
0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.035,0.027,0.051,0.027,0.034,0.026,0.066,0.070,0.063,0.063,0.063,0.071,0.065,0.065,0.137,0.118,0.107,0.112,0.062,0.105,0.081,0.078,0.071,0.074,0.071,0.065,0.065,0.062
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.022,0.018,0.034,0.018,0.023,0.017,0.061,0.065,0.059,0.059,0.059,0.070,0.065,0.065,0.138,0.118,0.107,0.112,0.062,0.104,0.080,0.078,0.071,0.074,0.071,0.065,0.065,0.062
0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.031,0.024,0.047,0.024,0.031,0.023,0.066,0.071,0.064,0.064,0.064,0.070,0.065,0.065,0.141,0.120,0.109,0.114,0.062,0.108,0.083,0.079,0.072,0.075,0.072,0.065,0.065,0.062
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.021,0.017,0.033,0.017,0.022,0.017,0.061,0.065,0.059,0.059,0.059,0.070,0.065,0.065,0.139,0.119,0.108,0.113,0.062,0.106,0.081,0.079,0.072,0.075,0.072,0.065,0.065,0.062
0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.030,0.022,0.046,0.022,0.030,0.021,0.068,0.072,0.065,0.065,0.065,0.071,0.065,0.065,0.145,0.123,0.112,0.117,0.062,0.108,0.083,0.079,0.072,0.075,0.072,0.065,0.065,0.062
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.021,0.017,0.033,0.017,0.022,0.016,0.062,0.066,0.059,0.059,0.059,0.071,0.065,0.065,0.140,0.120,0.109,0.114,0.062,0.106,0.081,0.079,0.071,0.075,0.071,0.065,0.065,0.062
0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.034,0.026,0.053,0.027,0.035,0.025,0.065,0.069,0.062,0.062,0.062,0.070,0.065,0.065,0.141,0.120,0.109,0.115,0.062,0.106,0.082,0.079,0.072,0.075,0.072,0.065,0.065,0.062
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.021,0.017,0.033,0.017,0.022,0.016,0.062,0.066,0.059,0.059,0.059,0.071,0.065,0.065,0.142,0.121,0.109,0.115,0.062,0.108,0.083,0.079,0.072,0.075,0.072,0.065,0.065,0.062
0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.031,0.023,0.045,0.023,0.030,0.022,0.067,0.071,0.064,0.064,0.064,0.071,0.065,0.065,0.139,0.119,0.108,0.113,0.062,0.106,0.082,0.079,0.072,0.075,0.072,0.065,0.065,0.062
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.017,0.032,0.017,0.021,0.016,0.062,0.066,0.059,0.059,0.059,0.071,0.065,0.065,0.137,0.118,0.107,0.112,0.062,0.104,0.080,0.079,0.071,0.074,0.071,0.065,0.065,0.062
