-62.537,-31.174,-29.409,-111.101,-102.768,-78.689,-99.005,-78.267,-78.391,-78.309,-66.986,-54.230,-53.715,-53.565,-53.539,-52.288,-53.475,-53.533,-58.107,-47.204,-44.783,-65.667,-44.734,-33.671,-34.475,-32.200,-31.883,-41.500,-31.867,-17.481,-17.372,-17.290,-16.122,-16.172,-18.558,-18.528,-18.460,-18.729,-18.458,-15.267,-15.864,-40.644,-50.036,-40.482,-40.045,-40.461,-15.614,-15.495,-15.485,-27.245,-27.289,-25.964,-15.341,-13.452,-15.518,-15.748
-25.546,-22.112,-20.482,-33.706,-33.182,-29.176,-31.773,-28.545,-28.620,-28.869,-26.347,-24.877,-24.428,-24.105,-24.233,-21.945,-24.231,-24.113,-24.280,-24.489,-22.158,-25.400,-22.186,-20.964,-21.545,-19.240,-19.400,-21.082,-19.223,-17.474,-17.358,-17.366,-16.317,-16.081,-18.296,-18.311,-18.191,-18.714,-18.194,-15.698,-15.531,-21.737,-23.418,-21.412,-21.536,-21.420,-15.351,-15.600,-16.003,-18.945,-18.976,-16.674,-15.353,-13.067,-15.811,-15.427
-29.851,-23.391,-21.450,-46.118,-43.690,-38.360,-42.313,-37.838,-37.847,-35.100,-32.551,-29.784,-29.250,-29.085,-29.074,-26.858,-29.022,-29.067,-28.714,-27.754,-25.207,-29.889,-25.333,-23.442,-23.951,-21.642,-21.474,-23.942,-21.401,-17.603,-17.593,-17.634,-16.172,-16.136,-18.384,-18.441,-18.428,-18.684,-18.385,-15.375,-15.459,-23.934,-26.268,-23.703,-23.825,-23.750,-15.493,-15.466,-15.569,-19.762,-19.903,-17.608,-15.336,-13.070,-15.536,-15.502
-27.682,-23.783,-22.103,-37.806,-36.367,-32.872,-35.840,-32.377,-32.452,-29.133,-26.754,-25.649,-25.089,-24.956,-25.006,-22.781,-24.906,-24.951,-23.557,-24.142,-21.841,-25.416,-22.206,-20.445,-21.094,-18.925,-18.653,-20.553,-18.675,-17.434,-17.319,-17.290,-16.209,-16.169,-18.337,-18.384,-18.256,-18.437,-18.333,-15.343,-15.715,-22.244,-23.961,-22.062,-22.146,-22.107,-15.539,-15.439,-15.396,-18.822,-19.253,-16.646,-15.820,-13.154,-15.414,-15.619
-29.454,-24.020,-21.854,-44.583,-42.408,-37.750,-41.110,-37.067,-37.068,-33.168,-31.037,-28.532,-27.873,-27.738,-27.713,-25.556,-27.714,-27.735,-27.293,-26.549,-23.947,-28.137,-24.517,-22.991,-23.362,-20.933,-20.778,-23.067,-20.796,-17.752,-17.788,-17.789,-16.175,-16.172,-18.419,-18.400,-18.403,-18.561,-18.535,-15.208,-15.294,-22.953,-25.083,-22.793,-22.917,-22.814,-15.346,-15.385,-15.332,-19.347,-19.864,-17.175,-15.883,-13.072,-15.383,-15.347
-59.130,-31.177,-29.239,-103.973,-95.434,-74.874,-93.348,-74.223,-74.276,-71.227,-61.666,-50.668,-50.323,-49.864,-49.914,-48.658,-49.873,-50.018,-52.574,-43.319,-40.807,-60.050,-40.921,-31.729,-32.328,-29.933,-29.828,-38.756,-29.789,-17.510,-17.475,-17.501,-16.146,-16.135,-18.385,-18.419,-18.395,-18.757,-18.368,-15.256,-15.437,-38.793,-47.310,-38.335,-37.969,-38.489,-15.367,-15.757,-15.631,-26.363,-26.496,-25.140,-15.347,-13.421,-15.678,-15.422
-55.501,-29.146,-26.979,-91.891,-83.668,-64.110,-82.577,-63.464,-63.467,-68.743,-62.403,-49.185,-48.550,-48.443,-48.419,-47.211,-48.447,-48.410,-53.594,-42.155,-39.587,-58.843,-39.908,-34.631,-34.982,-32.557,-32.429,-42.166,-32.465,-17.821,-17.818,-17.816,-16.175,-16.173,-18.483,-18.442,-18.414,-18.573,-18.466,-15.281,-15.353,-38.437,-48.035,-38.279,-37.928,-38.297,-15.355,-15.362,-15.378,-27.319,-27.576,-26.071,-15.583,-13.458,-15.358,-15.358
-24.160,-21.647,-20.106,-28.674,-28.228,-25.332,-27.557,-24.723,-24.820,-25.781,-24.029,-22.883,-22.272,-22.262,-22.299,-19.990,-22.119,-22.154,-22.341,-22.775,-20.513,-23.426,-20.578,-20.328,-21.063,-18.877,-18.692,-20.667,-18.720,-17.131,-17.212,-17.157,-16.125,-16.203,-18.226,-18.288,-18.215,-18.246,-18.108,-15.237,-15.531,-20.926,-22.740,-20.932,-20.892,-20.806,-15.376,-15.364,-15.300,-18.898,-18.928,-16.657,-15.342,-13.110,-15.345,-15.476
-23.624,-21.400,-19.470,-29.964,-30.439,-26.372,-29.194,-26.112,-26.023,-27.843,-25.987,-23.785,-23.196,-23.051,-23.084,-20.904,-23.147,-23.029,-25.339,-24.954,-22.453,-25.964,-22.541,-22.398,-22.834,-20.768,-20.307,-22.529,-20.390,-17.758,-17.723,-17.697,-16.243,-16.072,-18.411,-18.457,-18.402,-18.550,-18.403,-15.439,-15.664,-21.907,-24.011,-21.765,-21.862,-21.739,-15.800,-15.379,-15.380,-19.279,-19.420,-17.149,-15.348,-13.113,-15.363,-15.703
-70.884,-35.920,-34.126,-107.295,-92.204,-71.139,-86.851,-70.708,-70.743,-79.608,-72.311,-58.543,-57.920,-57.757,-57.761,-56.564,-57.859,-57.760,-55.625,-43.308,-41.129,-57.569,-41.220,-35.102,-35.361,-33.479,-33.261,-42.355,-33.226,-17.580,-17.541,-17.608,-16.302,-16.117,-18.088,-17.982,-18.064,-18.265,-17.970,-15.543,-15.662,-35.294,-44.362,-35.150,-34.771,-35.134,-15.652,-15.390,-15.640,-26.771,-26.809,-25.467,-15.356,-13.451,-15.521,-15.689
