-43.326,-27.338,-28.285,-28.235,-99.628,-83.362,-82.104,-84.545,-83.891,-83.638,-83.800,-84.535,-36.205,-35.584,-37.361,-36.734,-36.848,-37.370,-36.721,-37.432,-37.411,-37.361,-37.414,-13.074,-15.027,-15.530,-15.239,-12.392,-14.170,-14.192,-14.218,-14.871,-14.327,-14.863,-14.862,-14.872,-14.752,-16.640,-16.666,-16.700,-15.572,-15.318,-16.054,-15.783,-16.167,-15.135,-15.809,-15.796,-16.230,-16.069,-16.021,-16.075,-15.974,-15.983,-16.350,-16.685
-73.002,-48.428,-49.224,-49.227,-127.988,-102.375,-101.341,-104.181,-103.014,-103.388,-103.540,-104.187,-46.337,-45.800,-47.391,-46.976,-47.705,-48.150,-47.417,-48.146,-48.174,-48.154,-48.162,-11.998,-14.427,-14.843,-13.858,-11.415,-13.007,-13.803,-13.783,-14.281,-13.843,-14.284,-14.281,-14.301,-13.737,-15.969,-16.006,-15.962,-15.126,-14.896,-15.581,-14.557,-16.284,-15.184,-15.953,-15.910,-16.329,-16.009,-15.997,-16.005,-16.074,-16.101,-15.157,-16.167
-53.890,-34.184,-34.980,-34.953,-105.824,-85.641,-84.613,-86.861,-85.743,-86.096,-86.131,-86.865,-40.416,-39.737,-40.934,-40.517,-41.166,-41.642,-40.966,-41.667,-41.639,-41.661,-41.649,-13.204,-15.095,-15.484,-14.465,-12.484,-13.685,-14.442,-14.442,-14.755,-14.285,-14.730,-14.793,-14.804,-14.206,-15.998,-16.001,-15.992,-15.216,-14.845,-15.630,-14.586,-16.211,-15.262,-15.942,-15.970,-16.400,-16.086,-16.056,-16.044,-15.990,-15.964,-15.127,-16.147
-52.849,-34.824,-35.788,-35.799,-104.548,-86.613,-86.074,-87.483,-86.884,-86.504,-86.783,-87.478,-38.654,-38.555,-38.835,-38.923,-39.343,-39.510,-38.616,-39.511,-39.564,-39.567,-39.526,-14.481,-15.851,-15.916,-15.123,-14.345,-14.622,-15.353,-15.228,-15.813,-15.629,-15.785,-15.797,-15.852,-15.339,-16.024,-16.032,-16.044,-16.125,-15.465,-16.204,-15.397,-16.559,-14.828,-15.730,-15.722,-16.766,-15.728,-15.856,-15.815,-16.053,-16.065,-15.482,-16.270
-56.842,-31.519,-32.396,-32.404,-121.904,-96.454,-95.828,-97.440,-97.721,-96.576,-96.652,-97.461,-47.480,-47.529,-47.597,-48.740,-48.015,-48.455,-47.730,-48.479,-48.436,-48.498,-48.454,-14.171,-15.357,-15.824,-15.927,-14.146,-14.217,-15.084,-15.099,-15.839,-15.388,-15.849,-15.880,-15.850,-15.793,-15.841,-15.785,-15.835,-17.197,-16.837,-17.622,-17.767,-16.292,-15.127,-15.795,-15.904,-16.319,-16.003,-16.022,-15.978,-15.968,-15.898,-16.932,-16.716
-77.416,-61.511,-62.397,-62.341,-135.826,-119.860,-119.975,-120.784,-120.078,-119.923,-120.011,-120.753,-35.568,-35.442,-35.776,-35.787,-36.380,-36.482,-35.866,-36.521,-36.470,-36.471,-36.472,-15.013,-15.480,-15.796,-15.019,-14.915,-15.249,-15.994,-15.990,-15.713,-15.596,-15.721,-15.734,-15.729,-15.319,-16.030,-16.017,-16.062,-15.714,-15.285,-16.083,-15.254,-16.692,-15.254,-15.856,-15.905,-16.451,-16.160,-16.114,-16.115,-15.950,-15.951,-15.547,-16.400
-62.937,-46.824,-47.791,-47.778,-120.702,-103.968,-103.488,-105.590,-104.572,-104.592,-104.785,-105.546,-36.142,-35.687,-36.938,-36.744,-37.282,-37.735,-36.881,-37.735,-37.723,-37.723,-37.669,-13.002,-14.633,-15.065,-14.286,-12.536,-13.789,-14.590,-14.587,-14.648,-14.164,-14.639,-14.606,-14.651,-14.138,-15.921,-15.936,-15.934,-15.263,-14.933,-15.712,-14.916,-16.297,-14.884,-15.752,-15.727,-16.318,-15.867,-15.853,-15.800,-15.923,-15.923,-15.442,-16.263
-51.415,-35.194,-36.135,-36.108,-95.816,-79.273,-79.500,-80.501,-79.397,-79.577,-79.769,-80.491,-35.948,-35.907,-36.476,-36.072,-37.017,-37.221,-36.199,-37.200,-37.179,-37.102,-37.225,-14.477,-15.030,-15.516,-14.613,-14.454,-15.017,-15.710,-15.720,-15.473,-15.307,-15.458,-15.497,-15.474,-15.083,-16.054,-16.031,-16.058,-15.150,-14.867,-15.585,-14.733,-16.582,-14.813,-15.812,-15.821,-16.276,-15.723,-15.647,-15.770,-16.016,-15.976,-15.437,-16.381
-45.114,-25.916,-26.720,-26.762,-98.144,-78.486,-78.302,-79.759,-79.141,-78.946,-79.071,-79.792,-39.323,-39.483,-39.766,-39.972,-40.108,-40.588,-39.936,-40.586,-40.600,-40.599,-40.612,-13.985,-14.951,-15.480,-14.672,-14.184,-14.471,-15.317,-15.308,-15.675,-15.188,-15.666,-15.620,-15.627,-15.171,-15.885,-15.903,-15.844,-15.636,-15.440,-16.144,-15.356,-16.231,-15.256,-15.926,-15.859,-16.190,-16.076,-16.071,-16.084,-16.068,-16.036,-15.439,-16.179
-73.728,-49.794,-50.677,-50.673,-131.327,-106.481,-106.020,-108.269,-107.205,-107.389,-107.571,-108.270,-45.319,-45.202,-46.344,-46.043,-46.590,-47.119,-46.441,-47.112,-47.120,-47.107,-47.106,-12.620,-14.355,-14.825,-14.059,-12.554,-13.702,-14.483,-14.485,-14.771,-14.254,-14.782,-14.772,-14.723,-14.249,-15.951,-15.941,-15.885,-15.109,-14.928,-15.642,-14.813,-16.195,-15.147,-15.814,-15.814,-16.142,-16.055,-16.035,-16.034,-15.953,-16.012,-15.354,-16.131
